6,11,18,24,38,214,1042,1865,2068,1702,2216,2395,2417,1567,2223,2421,2025,2002,1342,2323,2194,805,2152,1843,1848,2443,1917,232,1699,1929,542,1463,1777,2205,1797,2471,2033,1701,1825,254,2147,1870,1665,2095,653,2113,388,1804,994,1375
119,509,263,161,531,1427,1866,1640,1654,1973,342,2293,2291,1122,1766,2276,1131,587,1275,2280,1552,1139,1410,1037,2237,2444,981,943,955,1316,83,116,1114,1977,1223,2472,1558,422,1116,987,1310,1004,1195,1363,151,1731,662,451,905,565
371,1314,299,853,184,1526,1437,1329,2114,1915,1993,2396,2418,461,2012,2356,54,156,1965,2267,1059,1305,1265,1392,2296,2445,567,340,1404,860,67,1960,760,1012,920,2473,644,305,1224,1364,1855,647,403,1492,857,2036,1086,791,280,447
12,7,14,17,22,31,146,545,1684,1458,2045,2397,2284,2110,2258,2041,1545,2091,2065,2432,2029,1673,2165,1308,2434,2446,2102,1805,667,2186,2103,1714,2097,1726,1155,2474,2213,2173,2003,2078,882,2192,1611,2212,820,2314,1813,2119,1786,777
708,1945,535,840,347,1995,1485,2090,2089,2117,2014,2398,2168,2015,271,2422,1296,437,66,2250,1499,511,1981,1082,2255,2447,1886,43,1360,1895,261,400,887,678,712,2475,1807,102,1355,1390,73,1744,1128,1871,410,2052,904,236,112,821
595,546,543,370,1413,1602,1706,1393,1910,1938,1713,2364,2307,515,107,2330,97,117,367,2214,1887,1422,1071,825,2275,2338,1761,623,522,1009,838,1758,1303,607,671,2476,2037,125,801,1386,1583,1568,961,1928,292,2016,772,715,700,233
494,1524,789,491,1617,331,1746,1704,1771,2096,1837,2399,2170,1642,858,2294,849,39,954,2247,1872,300,2061,1215,2179,2183,581,405,1511,1550,683,490,1150,1261,1162,2477,1512,177,1560,296,1506,1780,1038,1647,337,126,924,318,89,834
13,16,21,33,142,602,1442,2076,2124,2138,2222,2400,2342,2193,1119,2423,1756,1861,1685,2167,939,1238,2164,1598,2287,2448,1504,227,673,2225,464,741,1372,1729,1476,2478,2150,386,1667,2038,1509,2162,1357,1596,476,1693,333,1830,380,1817
109,1435,909,1563,332,1335,1760,2035,1998,1881,1555,2347,2349,1324,1883,2305,710,704,1515,2263,956,570,1838,111,1743,2332,350,417,1112,717,179,1976,689,532,1283,2243,1584,1379,1156,1409,1595,625,103,1292,664,1083,361,786,357,288
174,2093,1248,1381,1031,1932,1961,1742,2123,2187,1613,2371,2261,831,1354,2308,56,866,879,2352,383,108,2208,1194,2320,2449,1510,855,1739,1896,775,252,1039,1368,993,2479,1827,106,1419,306,776,1362,569,1562,756,86,571,75,865,190
276,1036,414,1763,1181,1087,599,2056,2026,2074,1391,2401,1811,1791,359,2424,945,628,228,2218,1264,638,1660,1267,2273,2450,1407,686,36,1703,919,736,429,268,1191,2345,1327,814,1321,274,988,1788,1291,1192,937,486,646,1148,1146,153
326,1581,765,1801,1478,1694,1161,1931,1653,1586,952,2372,1770,1975,2020,2224,278,1286,1644,2282,291,224,1708,655,2134,2377,735,938,577,1849,718,381,430,295,1120,2480,1216,556,763,312,132,1967,1135,669,869,1197,362,436,1225,428
171,1570,582,1735,1922,1773,1641,1912,2071,1968,1649,2340,2196,1821,884,2300,143,1417,1682,2248,368,162,1857,1253,2198,2353,1661,894,552,1734,795,551,1103,411,818,2481,1246,124,1519,466,529,1828,1398,408,1256,382,149,61,1429,115
4,5,15,23,35,238,769,1753,2144,2040,1632,2402,2219,2178,1240,2425,626,1978,2121,2433,1687,1909,2083,2019,2319,2451,2087,558,500,2160,1559,804,2098,1994,1679,2482,2153,1084,2081,1179,1244,2176,2085,1728,1707,1651,770,748,1787,726
294,725,438,698,617,1457,1412,1779,1810,1656,1262,2355,2159,807,1942,2233,539,1048,1561,2142,1626,1210,1383,1277,1846,2324,364,891,656,1624,519,453,705,372,1482,2483,1655,1208,907,272,409,1554,1300,527,815,668,972,798,216,210
508,1834,590,740,1538,1527,1299,1862,1911,1980,2027,2403,2337,1822,262,2426,998,128,234,2157,1737,1373,2094,1313,2281,2452,2057,90,970,1411,696,215,1147,1732,636,2385,2058,120,1057,1175,339,1488,792,1402,978,584,1058,60,55,402
384,1097,320,1745,916,1738,2084,1836,1840,1591,1343,2404,2034,1462,2111,2228,1074,48,1376,2177,1757,911,1061,612,2221,2453,1331,1006,492,1700,258,1859,418,2024,1271,2386,1054,1165,742,925,222,407,29,1650,100,989,949,1988,379,193
348,1276,620,1725,114,1293,281,1764,1282,1138,1588,2348,1018,630,622,2350,747,1016,1416,2166,1448,1358,1918,1017,2245,2297,1635,313,663,872,423,1477,265,1956,1033,2484,1460,1010,467,724,1069,973,324,743,629,1258,847,971,895,729
514,1969,983,1227,787,1908,1638,2079,2082,1999,2053,2405,2234,2050,304,2427,415,391,614,2202,547,396,1606,1497,2217,2454,1569,69,445,2132,463,144,1072,610,781,2485,1897,98,1188,505,211,1974,1371,1387,959,1137,766,138,330,817
548,2022,374,861,694,1637,1464,1547,1858,1892,2006,2406,2092,1939,192,2269,1127,837,455,2200,1904,654,2009,1268,2195,2378,933,45,1281,1571,175,1117,846,282,406,2486,1695,624,1449,1140,221,1498,1151,2005,217,908,752,608,105,589
555,1951,325,1374,444,1202,2109,2101,1514,2000,2070,2407,2141,889,697,2357,997,220,749,2120,517,576,1907,1549,2151,2455,1927,44,1020,1630,850,680,1346,1774,203,2487,1686,168,1130,1898,950,1879,1263,1689,434,237,397,70,267,449
58,1794,189,1839,1782,1971,1784,1566,424,1648,1842,2408,2419,1349,2075,2236,277,1088,1783,2241,1121,1341,2105,899,2130,2301,351,813,903,401,59,2008,1394,1674,1144,2488,1781,82,1472,94,1795,533,975,953,728,780,398,477,524,169
286,2048,1182,900,688,1502,1304,2139,2072,2127,1814,2365,2199,1972,1190,2358,200,440,352,2242,1134,343,1544,1186,2321,2456,2013,240,1723,1853,720,241,1211,637,356,2489,2047,310,1124,732,195,1475,521,1903,871,284,1107,71,255,443
8,10,19,25,47,270,1200,1676,1940,2145,2161,2409,2207,2184,922,2428,1454,1831,2163,2344,1540,1111,2112,1698,2252,2457,1926,976,1400,2171,1350,1789,1597,1959,1688,2490,2115,489,1970,794,528,2180,1754,1428,1759,1396,986,450,1572,658
206,1952,806,229,619,1718,1832,1279,1176,1844,1880,2366,2135,1243,979,2351,275,941,416,2285,1955,122,1991,1089,2226,2379,1877,719,1183,1690,723,1005,802,779,969,2491,1142,600,1235,344,1079,1631,962,1493,980,76,579,474,64,931
178,2031,1052,1000,1900,1068,2018,2104,2169,1587,2060,2410,2334,660,755,2429,34,49,1483,2315,1529,1063,1845,968,2362,2458,1715,93,1403,1812,564,1868,1799,1055,1056,2492,1585,482,118,631,1772,2001,456,886,279,691,79,1115,540,87
549,1663,354,1345,225,1339,1946,1775,652,1671,1875,2373,2270,1491,1957,2333,188,349,1298,2259,1990,208,1269,389,2088,2313,803,848,301,593,375,746,874,1553,1008,2387,1280,95,819,1287,963,1677,1149,1664,845,1893,338,774,460,471
824,1532,632,1480,561,1681,1819,2080,1322,1736,1456,2303,2099,1652,2146,2367,213,633,1301,2288,446,52,1796,245,2023,2380,713,1241,123,1189,273,615,1076,1274,1295,2493,1129,170,604,1294,1619,1662,934,1487,1028,353,139,459,1325,868
573,1833,167,1205,659,1531,2049,1672,1818,1618,1041,2271,2264,1901,2137,2331,643,309,1615,2244,1579,68,2148,290,1032,2459,1720,419,553,1768,145,2030,1691,2067,1266,2388,767,239,699,1174,947,665,218,1446,378,84,183,1543,1397,454
493,1627,883,1539,1528,1628,1798,1578,1785,1143,1288,2317,2262,1049,1954,2430,129,198,1574,2265,1169,57,2055,212,1748,2381,1352,180,1170,1740,499,1982,1432,930,1226,2316,759,358,230,1023,1484,1470,574,207,1014,523,101,1670,1118,640
327,1657,537,1987,1359,1003,1589,1724,1913,1869,2140,2411,2149,1930,727,2374,1093,1312,1377,2154,256,1523,1234,670,2204,2354,1916,187,1133,1683,597,385,1272,1609,473,2494,1501,88,1126,878,53,1607,936,591,1245,1721,334,63,560,42
158,1914,568,876,166,1154,487,1669,1984,1426,2066,2412,1874,1920,1792,2278,782,341,1444,2188,1323,991,1034,377,1986,2460,1829,942,1565,1273,308,1953,202,1490,1328,2495,1199,1899,1214,246,197,1610,41,1337,681,1809,601,186,1365,253
711,1369,822,1601,1319,1237,2116,1992,2086,1077,1085,2413,2249,1177,1206,2318,157,611,1025,2311,1024,141,2107,592,2129,2359,1958,799,321,1351,1001,223,1317,1459,596,2496,1730,104,1315,841,365,1856,1450,757,484,96,812,360,297,761
566,1841,744,1604,1573,1921,1209,1141,1905,1696,1229,2325,2361,649,2011,2306,37,966,1505,2239,1203,99,2156,81,1835,2292,497,1153,1163,1741,285,1964,1873,2128,585,2497,1044,302,526,1231,387,1043,92,1643,394,134,503,1467,1755,488
737,1962,495,2017,734,1854,745,1620,2039,1311,1405,2360,2266,1278,2155,2326,140,1443,1712,2209,1172,46,2007,196,1067,2461,1002,1228,1260,1996,457,1820,559,2100,1447,2363,967,50,852,1307,695,706,26,1935,536,393,758,1453,1625,127
293,1425,133,1207,163,951,1727,2042,2063,1366,1882,2299,2131,1863,923,2257,439,1232,1395,2302,269,557,738,588,1675,2286,1221,136,778,1466,173,433,1594,504,783,2498,1924,835,1113,809,672,1747,984,1778,575,1123,1217,432,1062,875
639,1697,501,917,1850,851,1711,1888,1622,1923,1803,2414,2272,598,1081,2375,85,62,1098,2227,1270,1060,2051,1250,2232,2462,1979,199,249,1530,425,1336,328,1826,703,2499,1521,431,164,165,1318,1851,475,651,516,2108,1035,992,648,311
862,1577,594,1692,859,1534,1414,2062,1943,790,541,2415,2185,1575,1445,2136,452,1222,1634,2289,172,480,1518,483,960,2382,1297,985,345,829,264,538,1348,810,472,2500,1884,554,1029,918,427,1013,784,1247,583,1051,603,1356,677,366
