356,8520,7995,1592,8315,8701,4887,3371,2975,8789,3152,3449,8887,1420,3835,4179,2870,4063,2772,1086,5923,3337,4926,1239,5154,9026,7141,3105,3502,5141,2528,7558,2664,1271,1059,4923,3650,2775,2260,1562,8408,9278,4196,9379,1457,4205,2722,2073,9513,4503,1508,1554,1119,1468,1710,2642,9635,4650,3830,5907,3455,5083,2881,9750,2838,709,4417,1960,2714,2034,1202,1050,9874,2996,3390,5375,7767,2840,4089,2390,1913,4589,2383,3319,4898,1653,4093,6850,7991,4143,4912,7830,2826,5250,2676,1317,2179,3070,4661,4987,1842
306,8521,8345,3281,7996,8702,3239,1085,6227,8790,1282,4330,8888,2346,4971,3403,3586,850,6339,2078,1400,1445,5390,2428,7649,9027,6385,2741,4105,7076,617,8199,3416,1170,240,2060,5341,5184,2287,1797,8381,9279,1888,9380,3063,5425,2153,5727,9514,5620,3578,2408,1932,1642,1676,6279,9636,6091,3615,6602,4569,5968,4224,9751,6157,1442,2105,4548,5208,2145,2031,5119,9875,3691,5869,6988,8361,3196,6731,3389,7494,4808,2232,3647,6534,2488,6163,7418,7992,1892,6662,8166,643,6180,3179,631,1397,2593,837,960,1474
415,60,45,22,1,2,23,46,61,438,8873,8876,8889,8978,8979,8980,8981,8983,8986,8988,8990,8996,9001,9002,9007,9028,9120,9127,9128,9135,9142,9148,9183,9184,9186,9188,9190,9193,9198,9202,9212,9280,9368,9381,9474,9483,9491,9498,9515,9604,9607,9610,9614,9617,9618,9621,9637,9726,9728,9730,9734,9735,9738,9752,9843,9847,9849,9851,9852,9853,9857,9862,9876,9965,9967,9971,9978,10022,10026,10033,10039,10050,10058,10059,10064,10071,10075,10085,10105,10122,10129,10145,10161,10164,10168,10175,10178,10181,10189,10194,10200
365,8522,8593,6910,8638,8703,4175,2765,7343,8791,4582,7241,8890,1073,595,6404,4452,605,6816,895,2739,2053,1219,3971,5853,9029,8213,5754,842,7479,2274,9149,5229,244,1895,5953,3377,5508,5785,747,9213,9281,6961,9382,7056,7149,5674,6791,9516,5463,2710,225,277,858,1216,7137,9638,4032,5766,7966,7363,2633,5693,9753,6146,183,6040,5577,5267,1634,5369,3410,9877,5081,6908,7581,8425,2956,4910,5711,7805,4655,6407,5611,7551,814,1044,7451,8032,6457,7780,7224,328,6679,5366,174,5251,2550,5120,3380,5152
416,8523,8594,2919,8639,8704,4762,3908,7500,8792,3327,5268,8891,2609,1326,4956,3254,80,2042,456,5148,3998,1809,1289,4732,9030,8150,5232,1826,6653,4318,9150,3582,119,887,5773,2492,6396,4781,1857,9214,9282,5909,9383,6090,6566,4510,7008,9517,6628,1934,171,639,1612,2106,5180,9639,5645,3844,7746,5997,4029,6297,9754,6370,305,6265,4491,3666,3399,3609,3871,9878,3787,4310,5964,8362,3799,3936,5718,6209,5916,3975,6630,7624,1664,964,8125,10106,7578,8267,6942,234,7170,4776,613,2214,4849,6173,2611,3784
369,8524,8595,5871,8270,8705,4482,3581,5416,8793,5533,6282,8892,2825,841,3555,3616,2477,2874,1603,5906,2156,1671,1992,6769,9031,7812,3779,2852,6905,889,9151,1385,1482,2970,482,4221,3841,2068,194,9215,9283,4214,9384,3842,6741,2806,5218,9518,6021,4394,1533,490,1053,653,6787,9640,3111,5617,4907,4607,5876,2564,9755,3730,623,3087,2195,1942,3713,1294,2816,9879,3277,6078,5710,7582,3047,3967,3298,6989,4966,1623,5183,6902,2312,2935,8294,7943,2496,7382,7520,1448,7015,4449,1022,4024,1559,5893,7118,2236
393,8525,7653,2013,8346,8706,5360,1597,2604,8794,3261,3088,8893,2484,4628,3458,3773,540,1789,1234,5866,4586,6359,1772,4598,9032,7458,3874,2327,5565,2524,8297,286,555,1121,3633,5989,3628,852,1645,9216,9284,4069,9385,3432,5475,2363,3956,9519,2242,4287,1304,1312,1713,2364,2148,9641,3010,4478,4178,5913,5202,4081,9756,5160,731,3519,3101,5040,2631,589,4667,9880,3388,6170,5932,8482,3297,4113,2490,7507,5879,3907,2285,3553,2753,2547,10086,8127,6179,6530,8117,527,6029,4404,1552,4752,4341,3934,3771,3119
394,8526,8596,3898,8091,8707,5816,1071,7259,8795,5679,2682,8894,1815,2960,4025,3701,2704,4614,819,2740,4238,6079,1792,5609,9033,7413,1190,3361,6010,1966,8069,6123,1399,1252,6525,6459,2337,2925,159,8472,9285,5092,9386,803,3988,3323,5474,9520,4476,4529,1600,1478,1042,450,6574,9642,5654,6268,6792,6381,6622,3756,9757,1354,969,5708,4891,4805,4134,1388,2908,9881,2033,4501,4687,8483,3865,4581,4562,5082,6689,936,5326,6913,3212,6765,8367,8010,6652,7548,8268,3199,6096,3922,1169,6685,1179,221,2394,288
336,8527,8597,4165,8640,8708,6300,6036,3321,8796,5847,5700,8895,3903,1144,4308,3600,1263,5170,584,2343,5555,1759,2161,5701,9034,7298,5639,2083,5748,1089,9152,4335,650,2578,5538,2810,4336,5155,319,8235,9286,6561,9387,2388,4314,3856,6509,9521,6857,5750,657,567,885,1061,5175,9643,1803,4583,7538,7347,6164,4355,9758,4880,250,6647,721,6873,3418,173,5413,9882,3817,2211,6654,9979,3438,2158,3673,3447,5594,4146,5678,6400,3683,1254,7939,8021,5168,7933,7469,1425,7387,5036,1786,1290,1257,6361,7319,3192
391,8528,7976,3448,8641,8709,5796,664,6789,8797,5479,5661,8896,3845,4645,6915,4399,209,5327,2761,810,1218,5490,3785,4738,9035,8093,3753,1862,7855,3587,8351,5749,190,344,6112,5854,6238,6244,1344,9217,9287,6348,9388,5743,7545,1959,6397,9522,2783,5247,770,464,4172,2934,2787,9644,1512,3852,7775,7261,5511,6080,9759,7146,641,6410,4897,6841,1324,3186,5626,9883,1091,7153,7804,9980,5041,6734,4902,8107,6444,3313,5996,7591,1924,865,8497,8502,2756,8164,7994,101,6482,1384,156,5194,6121,2527,1536,3794
313,8529,8313,2782,8642,8710,3120,3440,6224,8798,5042,1075,8897,2123,3161,6305,3490,573,2402,1011,4271,3181,4642,2353,3801,9036,7299,4121,2990,6020,2605,8214,4177,1145,1046,674,4846,3920,3058,921,7234,9288,5009,9389,2727,3529,2447,2812,9523,1191,4021,1269,968,2514,758,2183,9645,4486,6045,1890,4882,3540,1235,9760,4959,1173,4033,1679,5206,1402,2692,5068,9884,2308,5686,6054,9981,3279,3924,2141,4893,6399,3456,3469,6914,2277,2444,7778,8369,6806,6199,7142,1323,5104,3314,1314,4894,3127,2728,4338,3114
401,8530,8598,5793,8643,8711,5972,1694,5988,8799,4228,5852,8898,1067,804,4000,3024,254,5198,1097,7304,4170,2668,1855,7985,9037,7199,3992,1873,6553,2328,8460,3128,233,655,2130,2744,3497,4663,4122,8409,9289,746,9390,4365,6496,5252,5058,9524,5205,1543,1226,1381,1622,2193,5756,9646,4551,2875,5858,5219,6285,4965,9761,5242,302,4934,2971,3604,3103,5571,4900,9885,4211,6722,6594,9982,3522,5409,2803,7618,3184,5131,4691,6556,3197,3573,6635,6793,2559,4321,7402,317,5238,6438,635,576,4286,4423,2234,3260
395,8531,8599,2189,8455,8712,2395,1749,6862,8800,4609,4217,8899,2663,1101,4601,2669,1001,2507,997,3712,4997,1702,2505,5519,9038,6884,3520,528,5585,2504,8026,1261,951,1074,5356,3203,4150,4681,3151,7736,9290,659,9391,4002,6129,4749,6101,9525,2249,3941,492,508,2323,793,6958,9647,5270,5402,2298,3892,4351,5387,9762,4507,970,3559,4144,5532,3672,4070,4960,9886,2615,5253,2678,8263,1816,5820,3822,5407,6870,5649,2622,4695,2207,2367,8244,8208,6374,5563,7700,2584,6087,1198,1352,5389,4993,1036,6984,2326
386,8532,8600,5105,8250,8713,3318,2793,7119,8801,4954,5033,8900,1487,4298,4117,4802,203,4206,712,1619,2352,5450,3071,6998,9039,7790,5328,1756,7254,2606,8352,3556,185,1148,4637,5799,6752,5487,932,9218,9291,6375,9392,6267,7525,3617,6002,9526,5130,1248,220,1270,2625,2302,3843,9648,1390,5300,5426,5017,3352,3961,9763,5513,282,5641,5939,2066,2125,4780,3290,9887,4145,6623,6256,9983,3496,6075,2999,8220,6934,5008,5072,6861,1193,2330,7220,7818,6519,7549,7831,136,7125,5670,544,3049,4191,1285,999,3627
417,8447,7489,1228,8347,8714,6152,755,7839,8802,1338,4119,8901,3466,5158,5013,4054,87,3167,3091,990,1411,5663,3879,6138,9040,7183,3912,4756,6327,1775,8404,3508,232,269,6616,3462,6477,5894,4136,9219,9292,5050,9393,4072,6369,1782,4591,9527,3356,3758,923,2226,4276,3436,2221,9649,1313,5962,7922,7214,5521,6135,9764,5342,870,5624,3630,7406,1120,6225,6049,9888,2316,7050,7081,9984,3414,5761,4819,7924,6314,2711,6848,7075,1926,981,8229,8370,4703,8221,7706,76,6584,2476,199,2413,5992,6266,916,4198
380,50,34,8,4,18,40,57,178,1700,8067,7897,8902,7303,6712,7744,8005,8197,6168,7554,6790,6927,7745,7687,9008,9041,9121,7949,9129,9136,7764,9153,7354,5999,7032,8027,6779,9194,7433,2898,9220,9293,7950,9394,9475,9484,9492,9499,9528,8097,8278,7703,8326,7391,6251,9622,9650,7392,5099,8239,7000,6475,6781,9765,8359,7274,7748,7716,8008,7152,7877,7766,9889,7468,8422,7010,9985,8055,10027,10034,10040,10051,7679,7807,10065,8075,10076,10087,10107,10123,10130,10146,8110,8288,10169,7159,7903,10182,7880,8374,7955
376,8533,8601,5111,8644,8715,7323,1057,7246,8803,6063,3198,8903,2271,1065,6195,4274,537,5502,950,6501,1009,5975,4573,5431,9042,6795,6552,1377,7371,3649,9154,3109,77,955,1605,5045,6422,7033,1131,9221,9294,5377,9395,6431,7294,4839,6666,9529,2632,5365,487,502,1798,1578,4981,9651,5122,2846,5983,6130,6668,5561,9766,6718,270,5685,1130,7615,2206,3599,5668,9890,6065,6545,7275,9986,5257,4316,5514,8123,6569,5851,6570,7658,2362,972,8207,7779,1977,8044,8178,312,3625,2738,166,1003,4187,4694,3939,4251
387,8534,8390,6535,8645,8716,6428,5516,7891,8804,3131,5863,8904,2510,1761,6248,2858,137,3612,1037,5289,4020,6768,2147,4242,9043,8119,4055,1733,5976,4643,9155,4472,83,1566,2610,5456,6658,6346,293,8290,9295,5981,9396,6379,7384,6313,7247,9530,5883,1957,95,607,1051,2093,4707,9652,1799,2977,6479,7372,6805,3251,9767,7080,753,6434,5910,2588,2354,2451,507,9891,5724,1889,5665,9987,2872,4387,6607,7359,6104,6980,4640,7659,2596,919,7381,10108,6546,7718,8444,608,7195,6324,609,5151,2457,6470,4575,1308
418,8535,7409,844,8251,8717,7196,496,2888,8805,3795,6050,8905,3245,6436,4053,3302,327,2191,3372,2917,2896,6537,3782,7042,9044,5601,5020,6429,7511,439,8258,3090,701,447,5734,6421,2966,4658,1879,9222,9296,2911,9397,3450,7139,1395,3048,9531,3338,5737,2686,3370,989,2844,3870,9653,2991,3651,7844,7245,6605,6103,9768,5888,1985,6824,3780,5836,1765,5969,3441,9892,992,7063,3500,8014,3159,7295,5071,5716,7719,1801,4151,7600,1423,5725,7419,8436,2939,10131,8341,257,5476,1473,488,3739,2049,2906,1194,646
402,7677,8088,5815,8646,8718,1014,2969,6353,8806,3102,1720,8906,920,1351,4209,4613,677,3168,1060,3244,2355,3104,1407,7330,9045,7726,5226,3165,5142,3913,8461,5459,224,1469,6869,5149,4928,4331,4114,9223,9297,2575,9398,2613,6357,4770,5016,9532,6085,4632,822,662,2397,2082,6473,9654,5560,1316,6480,6866,3954,5123,9769,4881,455,4832,4729,7018,3305,6672,1208,9893,2335,6490,4444,8484,2759,6001,3963,6639,6456,3814,2995,7065,1319,1410,6445,7572,5249,7694,5406,2399,6055,2381,154,4626,4585,275,3761,2530
419,8536,8602,6468,8647,8719,5354,925,8136,8807,5583,3153,8907,1477,591,6773,4629,295,5480,680,5190,1000,4696,4282,5309,9046,8198,6713,1453,7723,4739,9156,4947,96,1026,7207,3931,7071,7184,868,9224,9298,7060,9399,7504,7200,6906,7662,9533,6175,5845,160,193,2839,598,3883,9655,7128,5695,8291,7906,7847,5959,9770,7476,459,5792,2379,7436,2587,3486,2474,9894,4345,6322,8131,8485,4901,3958,6933,8495,5998,7212,5378,8226,2464,725,8149,8246,4087,7698,7584,298,7155,1946,120,1363,3439,6435,4545,5789
420,5931,6699,5904,8376,8720,4826,953,7377,8808,5636,5797,8908,1526,2523,3223,2055,227,6767,3089,2182,1587,5568,1446,7789,9047,7678,5481,6277,7229,4007,8462,6316,99,245,4219,4010,6295,7286,2124,8410,9299,5966,9400,5348,8188,6038,6907,9534,7656,4842,794,878,3759,3419,2215,9656,1038,5795,3606,7145,5935,6200,9771,6487,1122,6450,846,6481,449,4718,1829,9895,5579,2208,7326,9988,5544,6143,4683,5233,6723,3579,6006,7958,2684,1854,8432,7860,5948,8508,8512,219,6003,1062,70,3676,6585,4456,1677,3021
375,8537,8603,3457,8648,8721,7328,4593,5900,8809,5408,4684,8909,2916,1845,4904,4470,4553,6471,638,5917,510,5485,3020,7926,9048,8401,4522,1588,7472,4327,8463,3325,935,1831,2081,2747,3703,6953,155,9225,9300,6159,9401,6610,8261,2689,6581,9535,6503,6620,809,761,1767,1755,2796,9657,3396,1244,6156,7350,6252,2238,9772,6846,231,3349,1502,5032,2054,907,4991,9896,5885,7577,4502,8486,2218,5421,5441,8019,6935,3309,2230,7909,2294,2434,8230,6698,6150,7829,10147,235,4649,6420,714,206,892,5523,4592,4306
421,8538,7725,6645,8456,8722,3136,1318,7840,8810,6058,5619,8910,3682,4820,5222,4809,172,1633,4066,2017,6973,3757,4162,9009,9049,7497,3692,6739,7892,2000,8079,2174,893,278,6797,6212,5530,3885,984,8473,9301,4381,9402,1723,6975,2720,5692,9536,1374,1871,4451,5126,4685,4011,7127,9658,1530,4359,5280,7179,4040,4400,9773,4468,525,7116,6441,7792,854,7306,1916,9897,767,5728,4588,9989,5642,7953,6855,8064,7820,3566,6708,8108,1066,3134,8433,7808,5600,8210,8513,788,3379,2064,201,1945,2198,200,877,297
396,8539,7333,3156,8181,8723,5812,1302,7107,8811,5133,1549,8911,2702,5400,4270,4605,5169,6258,516,1341,5334,4195,3558,6004,9050,6068,3115,1877,6967,905,5331,5196,2262,1329,6098,3427,3876,6234,230,8474,9302,5191,9403,963,2818,4623,5551,9537,6317,6921,1105,689,2647,483,7271,9659,1707,4741,5990,4764,5512,2655,9774,2958,2708,5832,4023,3815,1516,4130,3444,9898,2426,4272,6651,9990,2856,6512,5188,7219,7495,4076,4774,7562,1604,6849,7821,6982,5911,7732,10148,3116,5628,4137,1509,4844,627,150,1025,202
363,8540,8604,2569,8649,8724,3392,5181,7383,8812,1129,6137,8912,634,2770,4994,4689,2070,6627,785,3717,564,2209,3384,7446,9051,4715,3154,5965,7031,698,9157,1542,957,3993,5340,1796,5602,5112,619,9226,9303,2152,9404,6133,6508,4666,4325,9538,6051,5199,265,812,1281,3292,3824,9660,739,5023,6987,5336,6978,2498,9775,7305,238,6659,1682,1663,4156,5986,2411,9899,5970,6598,7258,8083,2915,7163,5248,5905,6690,4874,1820,7768,1791,3222,7278,7661,5221,7639,8045,1106,6743,5951,603,4073,2873,1045,4908,2088
370,8541,8605,6744,8650,8725,7580,1147,7636,8813,6089,6571,8913,1343,461,2549,1291,560,7012,1160,7396,910,2677,2768,7871,9052,7017,4678,2329,6069,1403,9158,2982,75,4524,7054,2016,6786,6526,1262,9227,9304,1568,9405,6376,7486,5022,6148,9539,6733,4761,538,618,2543,1951,4705,9661,6918,6012,6567,7566,6754,3214,9776,6833,512,6772,827,5943,2976,2614,4030,9900,5066,5171,7643,8426,4750,6613,4487,5314,5172,2546,1610,7583,4415,913,7960,7972,7332,8155,8248,577,4288,4670,241,1781,2201,4525,6362,3015
352,8542,8606,6663,8651,8726,6446,5706,7956,8814,6194,6807,8914,3737,745,6254,5651,491,7334,339,7201,6037,2506,4772,4188,9053,7734,6106,959,7312,628,9159,7603,142,3288,7077,3095,5021,7006,72,9228,9305,7866,9406,6650,6540,6587,6707,9540,7426,3859,121,141,797,1602,6284,9662,7226,6145,8262,7102,4896,6411,9777,5046,309,7325,998,6442,1258,971,6597,9901,7022,4109,8081,8331,6890,3541,7379,8100,5559,6198,3829,7681,1673,780,7697,8503,7731,8340,7607,922,7579,7975,405,7630,781,5788,7189,2974
351,8543,8451,2699,8652,8727,3583,3974,5282,8815,4488,6590,8915,2985,3853,4554,838,495,5260,1108,6943,2869,4339,2297,5742,9054,7608,4465,2003,5284,1806,9160,3714,504,1421,5539,2121,5570,4938,1774,9229,9306,3025,9407,4622,4682,3538,2092,9541,2921,1674,1118,811,1157,2203,6155,9663,5430,2450,6417,6977,4791,4369,9778,4319,565,5235,2648,3409,1116,882,3527,9902,3499,4463,6398,9991,2630,5271,3847,7508,5566,4831,6372,4647,1705,2583,7785,7682,3132,7606,7934,149,6067,5960,1028,1175,2634,3765,2717,2600
422,8544,8212,1525,8653,8728,6671,1030,8316,8816,2639,5153,8916,4116,1909,5608,3788,106,4442,1556,1754,1595,4044,4064,4038,9055,8193,6315,1956,6717,4108,9161,2730,73,667,7134,3851,6601,6360,1737,9230,9307,7168,9408,6099,7638,4506,6701,9542,5216,4354,292,624,3055,3224,3092,9664,3813,7227,7776,7795,5776,6440,9779,6165,463,5274,1954,7174,1274,3593,5424,9903,3467,6576,7411,9992,4862,3491,5862,7816,5930,5444,6641,7651,1728,561,10088,8504,6550,8176,7524,97,6579,3505,180,1982,4571,4796,1885,4225
367,329,982,1722,4244,6751,5495,994,8048,8817,2635,7550,8917,2266,4200,6762,1880,734,6560,1537,1747,452,2515,3375,7978,9056,8257,5952,6140,8018,5297,9162,5076,532,625,1742,3880,5735,5317,5422,7535,9308,4428,9409,6169,7815,6588,7435,9543,7405,6306,1019,1609,4616,2811,7088,9665,1540,7211,7346,7162,5254,7401,9780,5368,291,5500,853,4757,1557,7393,6320,9904,3585,4730,2954,9993,4812,7730,2973,7749,8154,4918,1907,7704,866,4085,10089,8284,7231,10132,8372,148,7039,1458,128,5554,6949,5675,1242,4115
324,19,24,39,52,69,443,1334,4388,7984,6354,6649,8918,4742,5603,7320,5429,7421,2368,3819,7370,5469,7602,4210,8184,9057,8157,6259,6952,5652,1541,9163,6900,3621,1231,7390,7739,5091,6538,1337,9231,9309,7362,9410,5262,7771,6100,7986,9544,6892,6828,2004,2931,2321,3949,7668,9666,7398,8238,8098,7415,7570,5075,9781,7528,2459,7169,6825,7907,4302,6329,5281,9905,1968,6730,5984,9994,4751,6703,6013,8035,7708,6236,6392,8036,5269,7660,10090,10109,6016,8038,10149,6427,7823,4207,4919,7474,3681,7676,8087,859
315,8545,8607,2602,8654,8729,4940,2626,3036,8818,2867,1576,8919,2468,3480,3909,3741,2417,3294,824,3570,2962,2340,1626,7894,9058,7555,3425,4474,2997,1084,7999,2509,1471,1838,1183,1903,3959,3501,2320,8053,9310,3629,9411,3690,5765,3722,5024,9545,5118,3654,1667,1454,1214,1427,4497,9667,4790,4254,5312,4783,2557,2988,9782,4123,1166,790,3005,669,861,4930,3056,9906,3112,3685,5922,8487,2192,6488,2369,6886,4634,2233,2789,5646,1830,2113,7364,6788,1721,5567,7143,2392,5633,4348,2415,2097,2075,1811,6046,2448
362,29,17,26,41,55,93,633,2375,6600,5790,8118,8920,1708,1697,7004,5458,5529,8987,3742,8991,8997,6705,3299,9010,9059,9122,4263,6502,9137,1986,9164,8407,2248,3811,9189,4546,7026,8215,2757,9232,9311,7439,9412,9476,9485,5995,9500,9546,9605,5086,3565,3473,1962,1433,9623,9668,9727,4886,9731,7931,7614,8357,9783,9844,1350,7737,3957,8420,5343,9858,6053,9907,8105,7937,9972,9995,6677,10028,7450,10041,10052,6694,4596,10066,7601,8140,10091,10110,10124,10133,10150,8179,8211,10170,8086,7647,6111,8343,10195,7904
371,8546,8452,4301,8457,8730,6710,2358,7167,8819,956,2556,8921,2167,3187,6997,3488,109,3398,903,1935,1770,3530,2134,5918,9060,7940,5329,3164,5569,4127,8080,6681,115,604,4733,1422,6204,5379,1488,9233,9312,6344,9413,5702,6970,6214,6412,9547,6296,3863,177,486,1593,2932,3348,9669,6184,4413,7605,7072,3803,5580,9784,4668,554,4401,4498,7460,2410,5404,5467,9908,3202,6332,6177,8427,4232,4185,3929,8040,4962,3669,4840,7705,2776,1015,8434,8437,4512,7974,7117,212,7240,4817,472,3291,3382,2255,3230,2706
423,8547,7327,3873,8655,8731,5648,1532,7773,8820,4182,5637,8922,2994,2305,6294,3276,124,4976,1416,1414,945,4803,3791,4342,9061,8158,4980,2539,7735,4373,9165,6202,130,529,6917,2253,7043,6347,1237,9234,9313,7459,9414,6448,7893,4740,6759,9548,6255,4031,198,679,2952,3708,1896,9670,787,6563,7895,7427,6924,5745,9785,6852,535,6592,4430,6280,1058,3341,5096,9909,2372,6167,8202,9996,4785,5518,7243,8243,6310,5891,6082,8227,1878,876,10092,8337,7164,8442,8046,110,7035,1561,123,4533,5489,4538,1607,2541
397,8548,8608,7011,8656,8732,4019,1364,7862,8821,6609,5908,8923,1848,441,6680,4237,290,4621,939,3678,3137,4174,2842,3767,9062,8185,5330,708,7596,4147,8464,2334,78,1476,7431,6992,6612,6860,839,9235,9314,6364,9415,7094,7410,4560,6971,9549,4542,3618,197,223,2601,763,5388,9671,3423,7208,7099,7273,6840,5420,9786,6858,489,6697,4265,7180,1031,2295,2045,9910,5338,6264,7938,9997,5324,4005,5698,8205,6418,5288,6634,7910,1550,676,7797,8022,7620,7573,7772,682,4945,2348,145,3062,3675,7369,4903,4913
