Gene1	Gene2	Score
G20	G9	-0.269003204972247
G9	G20	-0.269003204972247
G37	G20	-0.268843870048465
G50	G16	-0.268834948062837
G16	G50	-0.268834948062837
G34	G10	0.268305203972023
G36	G14	0.268189391328392
G15	G28	0.267451700920806
G13	G40	0.267217966004171
G50	G28	-0.26711995822279
G28	G50	-0.26711995822279
G38	G22	0.267092604016861
G9	G5	0.26681139710628
G18	G47	-0.266805704577451
G18	G8	0.266752340440501
G8	G18	0.266752340440501
G12	G21	-0.266584225837443
G35	G50	-0.266519437488824
G8	G33	0.266449453103758
G33	G4	0.266358493477953
G4	G33	0.266358493477953
G44	G42	0.266178821494808
G27	G47	-0.266080409885545
G42	G7	-0.265821555017752
G31	G27	0.265795052389625
G27	G31	0.265795052389625
G47	G17	-0.265550563106096
G31	G5	-0.265545183069289
G5	G31	-0.265545183069289
G8	G34	0.265435018242717
G5	G36	0.265002888575087
G37	G42	-0.264873723911237
G39	G44	0.264865450815377
G19	G49	0.264788092826903
G49	G35	0.264738600072011
G35	G49	0.264738600072011
G5	G9	0.264502165832428
G18	G1	0.264439993064411
G1	G18	0.264439993064411
G33	G11	0.264300641992563
G16	G37	-0.264153459761818
G49	G15	0.264049702351061
G50	G34	0.263952495212006
G16	G3	0.263685724728205
G3	G16	0.263685724728205
G40	G21	0.263398512561122
G21	G40	0.263398512561122
G5	G47	0.263314401613266
G35	G20	-0.263063313935632
G3	G34	0.263021412154613
G43	G33	0.262588559117577
G12	G25	-0.262506347215737
G16	G11	0.262352085952047
G15	G32	0.262025983577882
G43	G37	-0.261834064724684
G37	G44	-0.26162833175422
G12	G35	0.261588933029255
G40	G27	0.261412222595708
G3	G50	0.261277383537719
G14	G4	-0.261187390411583
G4	G14	-0.261187390411583
G35	G32	0.260890585104875
G32	G35	0.260890585104875
G26	G9	-0.26077701099454
G13	G27	0.26045284491917
G7	G42	-0.260357717860824
G36	G40	0.260277615870033
G17	G9	-0.259636523922746
G9	G17	-0.259636523922746
G10	G24	0.259330243671999
G18	G15	-0.259325690267978
G15	G18	-0.259325690267978
G50	G35	-0.258429357172757
G26	G7	-0.258211804673823
G27	G20	0.258021705349264
G11	G3	0.257889689817533
G34	G15	-0.25762032653583
G5	G37	0.257339921175687
G39	G26	0.25703189361377
G45	G34	-0.25686605551889
G34	G45	-0.25686605551889
G18	G7	-0.256417969835833
G43	G6	0.256408120306873
G6	G43	0.256408120306873
G12	G20	-0.256237021602566
G26	G5	-0.256062512687134
G11	G49	-0.255698002145499
G25	G10	-0.255671559720135
G10	G25	-0.255671559720135
G11	G16	0.2556141994258
G22	G32	0.255270368162413
G49	G47	0.254847063614072
G31	G20	0.254658073032261
G11	G26	0.254375604549753
G18	G50	0.254141856898311
G44	G24	0.254045236213618
G30	G10	-0.253959271108198
G10	G30	-0.253959271108198
G19	G32	0.253890193433746
G20	G6	0.253671640759326
G35	G33	-0.253642910599504
G44	G23	0.253382874488168
G23	G44	0.253382874488168
G16	G36	-0.253038001057066
G34	G50	0.252763452763446
G31	G44	0.252638938772407
G17	G28	-0.252403521441975
G42	G26	0.252113766075607
G20	G47	-0.252072955081131
G11	G4	0.251870074118587
G4	G11	0.251870074118587
G32	G10	0.251751857536349
G10	G32	0.251751857536349
G40	G32	0.251639593490192
G32	G40	0.251639593490192
G2	G17	0.251312968629484
G28	G16	0.251095392507498
G25	G45	-0.251001681193544
G27	G23	0.250903191371074
G39	G36	-0.25088235391921
G36	G39	-0.25088235391921
G16	G12	0.250756949122915
G12	G16	0.250756949122915
G13	G33	0.250602631720247
G9	G18	0.250434520870522
G26	G42	0.25041617794841
G27	G13	0.250370802889702
G5	G30	0.250175491672614
G34	G20	0.250119957215524
G42	G25	0.249857354600092
G43	G3	0.249851922950873
G29	G43	0.249845846349082
G18	G5	-0.249749595224932
G44	G4	0.249475201229052
G4	G44	0.249475201229052
G6	G10	0.249465558675486
G6	G16	0.249398917923168
G27	G44	0.249060000749758
G47	G44	-0.24900028326781
G5	G42	-0.248949382173243
G13	G26	0.248741368244868
G40	G43	0.248661675752687
G43	G32	0.24864175173499
G32	G43	0.24864175173499
G43	G4	-0.248522773864327
G4	G43	-0.248522773864327
G17	G23	-0.248519279428902
G33	G23	0.248338281746664
G23	G33	0.248338281746664
G13	G7	-0.248286359186073
G3	G44	0.248088877645473
G23	G1	0.248054726685881
G1	G23	0.248054726685881
G8	G42	0.248022649985405
G20	G49	-0.247925762386998
G21	G37	-0.247898848740553
G5	G44	-0.24782656127889
G42	G4	-0.247742501177016
G4	G42	-0.247742501177016
G42	G50	0.247708172813897
G4	G47	-0.247643309462163
G13	G10	0.247625251731511
G23	G26	0.24738720847935
G36	G17	-0.247371465455234
G50	G20	0.247289375685069
G50	G42	0.246993412108453
G47	G12	-0.246970794783187
G26	G18	0.246797973663335
G3	G43	-0.246761274538155
G8	G40	0.246641939462308
G24	G37	-0.246639000390932
G12	G28	-0.246368094066635
G43	G17	0.246345484482574
G5	G3	-0.245978769351781
G27	G40	0.245852417044781
G3	G29	0.24567188256809
G46	G5	-0.245650398035786
G50	G7	-0.245263244025346
G27	G22	0.245067924642901
G22	G27	0.245067924642901
G21	G49	-0.24501145721707
G35	G44	-0.244919136015686
G19	G28	0.24489486171993
G15	G9	0.244890455548341
G13	G17	0.244864735771377
G35	G37	0.244747298002642
G18	G12	0.244570720032176
G12	G15	-0.244558678557962
G30	G16	0.243958744299953
G16	G30	0.243958744299953
G5	G28	0.243867370666204
G13	G11	0.24364327266181
G11	G13	0.24364327266181
G3	G13	0.243504614612634
G12	G47	0.243476951006353
G8	G35	-0.243389345012111
G50	G15	-0.243254375649646
G35	G12	0.242992003999618
G35	G18	-0.242892122011373
G14	G10	0.242882890965387
G10	G14	0.242882890965387
G26	G13	0.242657195691988
G8	G21	0.242589769079178
G18	G39	0.242582495461051
G40	G2	0.242571483416483
G34	G33	0.242484993996792
G40	G24	0.242433455510323
G36	G33	0.242359164295255
G33	G36	0.242359164295255
G43	G13	0.242353249373724
G47	G16	0.242144357343786
G16	G47	0.242144357343786
G38	G39	0.242124908237627
G39	G1	0.241977174868157
G34	G36	-0.241941086244086
G39	G18	0.241828125615567
G40	G35	-0.241702143128922
G6	G20	0.241694229231568
G29	G20	0.241673217919665
G23	G20	0.241652449647272
G26	G6	0.241407367989435
G9	G26	-0.241406982302061
G6	G49	-0.241204913222999
G26	G11	0.241131761883143
G3	G10	0.241036239460184
G45	G15	-0.240800317417551
G15	G45	-0.240800317417551
G39	G10	0.240519399853183
G35	G34	-0.240383768598948
G15	G4	0.240127776181185
G22	G49	0.240063840114437
G13	G37	-0.239982242855467
G18	G26	0.239921926313979
G43	G9	0.239801450940859
G21	G6	0.239738259187908
G13	G42	0.23965415543498
G35	G31	-0.239633040688724
G47	G35	0.238639659637202
G18	G4	0.238564418606031
G11	G30	-0.238559853382722
G28	G4	-0.238424867407782
G49	G42	-0.238243350622077
G37	G4	-0.238138211674485
G11	G39	0.238000634012647
G9	G30	0.237854416847382
G7	G47	0.237795563321629
G27	G35	-0.237642690716221
G10	G3	0.237255487410975
G34	G9	0.237188699153682
G25	G20	0.237128810811712
G20	G25	0.237128810811712
G7	G32	-0.237100055237856
G36	G22	-0.237082478437292
G26	G8	0.237041469798574
G50	G25	0.237016233497539
G40	G31	0.236876722609833
G19	G3	-0.236793100712934
G3	G19	-0.236793100712934
G10	G18	0.236677022813568
G13	G49	-0.236541716811517
G18	G25	0.236487468011451
G27	G43	0.236402915514887
G41	G46	0.236392949968266
G18	G49	-0.236337722530407
G13	G5	0.236038752372844
G5	G13	0.236038752372844
G31	G21	0.235843379757932
G15	G37	0.23571852089732
G26	G30	-0.235509009238993
G23	G50	0.235503909911357
G50	G6	0.235161794052151
G6	G46	0.23483863434777
G49	G10	0.234832537536404
G10	G49	0.234832537536404
G3	G11	0.23471586958051
G12	G8	-0.234693983960533
G12	G49	0.234515720308682
G17	G37	-0.234486705591157
G9	G31	-0.234271063586888
G30	G8	0.234248673808438
G8	G30	0.234248673808438
G34	G26	0.234239583725955
G38	G26	0.234199980779083
G26	G38	0.234199980779083
G44	G3	0.233947077982185
G43	G15	0.233939283477173
G47	G36	-0.233739678266758
G36	G47	-0.233739678266758
G36	G28	0.233521576285367
G11	G7	-0.233177182376782
G17	G15	-0.233061252668802
G4	G37	-0.232959992650705
G39	G23	0.232907589284663
G29	G47	-0.232810482055067
G31	G10	0.23280165617715
G27	G30	-0.232531394659967
G15	G27	0.232495393823496
G37	G5	0.232476272102307
G22	G16	0.232405070551221
G16	G22	0.232405070551221
G10	G21	0.232339137169042
G26	G34	0.232233684678842
G42	G9	0.232121282372452
G9	G42	0.232121282372452
G4	G13	0.231876662611635
G9	G36	0.231768961884067
G31	G9	-0.231366633522531
G44	G34	0.230922942211999
G4	G39	0.230917730818548
G11	G50	0.230766527256414
G20	G43	0.230685320138455
G16	G18	0.230676735652048
G26	G25	0.230641487086667
G45	G19	0.23059144124835
G7	G13	0.230438029326357
G22	G36	0.230436439729799
G31	G6	0.230378328101253
G7	G26	0.230169905237189
G30	G2	0.230152421120918
G5	G11	-0.230058074815226
G7	G50	0.230013167861521
G3	G31	0.229991228038954
G32	G20	0.22991377432083
G35	G25	-0.22983141809937
G20	G12	0.229758870140522
G6	G26	0.22962403609742
G33	G43	-0.229597618368106
G6	G39	0.22957797970801
G12	G1	-0.229482673416252
G6	G35	-0.229403718729976
G7	G27	-0.229375219591622
G34	G25	0.229309532998746
G20	G8	0.229282942339046
G36	G21	0.229048115705911
G31	G34	0.228894667188543
G11	G18	0.228894268073943
G24	G5	-0.228770909011808
G23	G21	0.228642251184153
G21	G23	0.228642251184153
G8	G44	0.22851587332602
G13	G47	-0.228313664469332
G38	G21	0.228226677267975
G21	G38	0.228226677267975
G32	G4	-0.228107187536879
G18	G11	0.227997831571141
G33	G34	0.227966072690737
G12	G13	-0.227870846900321
G17	G47	-0.227786854970398
G25	G40	0.227633831692493
G21	G15	-0.227558722708277
G15	G21	-0.227558722708277
G1	G49	-0.227511220448252
G37	G1	-0.227309267306998
G1	G37	-0.227309267306998
G49	G43	-0.227299879308722
G39	G40	0.227284406464774
G6	G13	0.227248812696642
G28	G19	0.227148542259248
G35	G21	-0.227109226326675
G16	G29	-0.226954699938286
G26	G45	-0.226921339887313
G44	G25	-0.226888312604791
G35	G27	-0.226785203373237
G40	G13	0.226699909577984
G42	G30	-0.226681900287041
G30	G42	-0.226681900287041
G37	G43	-0.226313028742288
G40	G3	0.226248566895425
G9	G25	0.226181428510381
G18	G35	-0.225957855965585
G9	G33	-0.225615933591942
G14	G27	0.225455807424653
G44	G50	0.225317638242478
G8	G5	-0.225300673940516
G36	G32	0.225165882560428
G32	G36	0.225165882560428
G13	G43	0.225080458705079
G29	G34	0.225037605775442
G38	G24	-0.224660667962313
G35	G4	-0.224559623418658
G4	G28	0.224489391742857
G48	G24	0.224373811492656
G31	G22	0.22420353959273
G30	G6	-0.224138097384643
G6	G30	-0.224138097384643
G15	G50	0.224013897472856
G42	G17	0.223832525528665
G20	G34	0.223768868037502
G45	G38	0.223707723180144
G38	G45	0.223707723180144
G43	G45	-0.223657716162038
G44	G19	-0.223627808382449
G19	G44	-0.223627808382449
G40	G36	0.223626805677283
G35	G39	-0.223356764696481
G15	G7	0.223337121770893
G33	G18	0.223327359312497
G23	G4	0.223314471116961
G4	G23	0.223314471116961
G10	G31	0.223243561586656
G27	G14	0.22294768924298
G49	G23	-0.222927455476339
G30	G1	0.222818179101758
G1	G30	0.222818179101758
G38	G30	-0.222739895139332
G50	G1	0.222621883343451
G36	G26	0.222581504063062
G26	G36	0.222581504063062
G11	G35	-0.222473764352451
G44	G16	0.222276382364996
G29	G26	-0.22226895381027
G3	G1	0.222168133688706
G1	G3	0.222168133688706
G16	G21	0.222078746440775
G44	G35	-0.22205152249048
G34	G29	0.222020120384848
G13	G4	0.221830322596788
G3	G38	0.221723607603191
G35	G24	-0.22162904787026
G38	G44	0.221594764925119
G44	G8	0.221590513828709
G8	G6	0.221563887744897
G24	G26	0.221392831365704
G27	G38	0.22120943756348
G45	G43	-0.221194793266615
G24	G7	-0.221111794285561
G37	G45	0.220976883570231
G46	G34	-0.220872973159102
G42	G6	0.220689163963615
G6	G42	0.220689163963615
G28	G10	-0.220456529261589
G10	G28	-0.220456529261589
G7	G2	-0.220254327666889
G2	G7	-0.220254327666889
G38	G37	-0.220065143020093
G25	G30	0.219972609317673
G34	G35	-0.219801940795864
G8	G37	-0.219672490910331
G50	G24	0.219584367612338
G32	G50	0.219580800942607
G25	G43	0.219455988548328
G11	G48	0.219437892113254
G29	G14	0.219422457809685
G14	G29	0.219422457809685
G33	G24	-0.219355934392951
G24	G33	-0.219355934392951
G49	G22	0.219210988439359
G15	G24	-0.219156343483347
G12	G30	-0.219062512504067
G22	G2	-0.218973096057738
G42	G46	0.218792742380732
G31	G1	0.218766942202111
G8	G47	-0.218690226293969
G34	G21	0.218622095087494
G34	G19	-0.218521756084732
G21	G50	0.218417954558066
G28	G35	-0.218349631878547
G30	G24	-0.218295075391027
G25	G9	-0.218074671281563
G8	G26	0.218055447506516
G31	G17	0.218015088574815
G18	G10	0.217830117134354
G42	G20	0.217736141231616
G40	G39	-0.217659425964522
G43	G24	0.217566012341973
G5	G19	0.217455926660759
