Gene1	Gene2	Score
G45	G43	0.662140433828047
G43	G45	0.662140433828047
G12	G4	-0.660675083159109
G4	G12	-0.660675083159109
G36	G8	-0.654883235852863
G8	G36	-0.654883235852863
G46	G33	-0.654303767456242
G33	G46	-0.654303767456242
G43	G1	-0.652734021100812
G1	G43	-0.652734021100812
G14	G2	-0.65194887616203
G2	G14	-0.65194887616203
G19	G10	0.651835431037172
G10	G19	0.651835431037172
G16	G12	-0.650043065708966
G12	G16	-0.650043065708966
G12	G2	0.649574518066898
G2	G12	0.649574518066898
G49	G48	0.64538954523916
G48	G49	0.64538954523916
G49	G33	0.645331657142463
G33	G49	0.645331657142463
G38	G29	-0.645297565386911
G29	G38	-0.645297565386911
G14	G4	0.643252791092615
G4	G14	0.643252791092615
G10	G4	-0.634751769962848
G4	G10	-0.634751769962848
G44	G1	-0.633509884501237
G1	G44	-0.633509884501237
G44	G33	0.626429281997147
G33	G44	0.626429281997147
G48	G44	0.62516582559543
G44	G48	0.62516582559543
G16	G2	-0.621749024061266
G2	G16	-0.621749024061266
G34	G23	-0.616440660387144
G23	G34	-0.616440660387144
G47	G33	-0.608108115038475
G33	G47	-0.608108115038475
G29	G21	-0.607650135848489
G21	G29	-0.607650135848489
G13	G9	0.605566360613809
G9	G13	0.605566360613809
G30	G6	0.60328033844486
G6	G30	0.60328033844486
G33	G7	0.601746967423911
G7	G33	0.601746967423911
G13	G5	0.595289866162205
G5	G13	0.595289866162205
G33	G6	-0.595247533508897
G6	G33	-0.595247533508897
G26	G22	0.589943025580166
G22	G26	0.589943025580166
G46	G6	0.588119175423317
G6	G46	0.588119175423317
G26	G23	-0.583266707182338
G23	G26	-0.583266707182338
G36	G34	0.580322149912794
G34	G36	0.580322149912794
G47	G43	-0.579212374139144
G43	G47	-0.579212374139144
G38	G34	0.577406831308429
G34	G38	0.577406831308429
G26	G25	0.575182999986946
G25	G26	0.575182999986946
G33	G1	-0.572486500905794
G1	G33	-0.572486500905794
G31	G4	0.568294525160772
G4	G31	0.568294525160772
G26	G8	-0.565384544114297
G8	G26	-0.565384544114297
G48	G6	-0.55913896292848
G6	G48	-0.55913896292848
G40	G24	0.554533060969197
G24	G40	0.554533060969197
G45	G41	-0.552884159275365
G41	G45	-0.552884159275365
G50	G3	0.550143242745554
G3	G50	0.550143242745554
G36	G29	-0.550012330403601
G29	G36	-0.550012330403601
G46	G7	-0.544855739747588
G7	G46	-0.544855739747588
G49	G46	-0.541660102741295
G46	G49	-0.541660102741295
G48	G1	-0.541169239277883
G1	G48	-0.541169239277883
G47	G1	0.536191735511264
G1	G47	0.536191735511264
G3	G1	0.533007896887132
G1	G3	0.533007896887132
G19	G14	-0.532565799820405
G14	G19	-0.532565799820405
G31	G14	0.532450840524628
G14	G31	0.532450840524628
G19	G12	0.529016510975219
G12	G19	0.529016510975219
G50	G7	-0.528385643683923
G7	G50	-0.528385643683923
G45	G35	-0.52811301278476
G35	G45	-0.52811301278476
G16	G4	0.52670943103694
G4	G16	0.52670943103694
G33	G3	-0.525731934494484
G3	G33	-0.525731934494484
G29	G23	0.518650312383056
G23	G29	0.518650312383056
G50	G48	-0.515914848191541
G48	G50	-0.515914848191541
G43	G33	0.515375112439908
G33	G43	0.515375112439908
G48	G47	-0.514393296723633
G47	G48	-0.514393296723633
G34	G8	-0.510281449276152
G8	G34	-0.510281449276152
G34	G26	0.508873729306678
G45	G42	-0.508393743696768
G42	G45	-0.508393743696768
G40	G29	0.506625221782955
G29	G40	0.506625221782955
G47	G46	0.506417770932862
G46	G47	0.506417770932862
G37	G34	0.505545791715725
G43	G24	-0.505456844216468
G24	G43	-0.505456844216468
G47	G7	-0.502546889651845
G7	G47	-0.502546889651845
G19	G16	-0.4955801837583
G16	G19	-0.4955801837583
G30	G28	-0.494241934557965
G28	G30	-0.494241934557965
G47	G28	-0.492770132005302
G28	G47	-0.492770132005302
G26	G2	0.491666798875958
G29	G22	-0.490784856070605
G22	G29	-0.490784856070605
G49	G47	-0.488558017730166
G47	G49	-0.488558017730166
G43	G41	-0.483255681051469
G41	G43	-0.483255681051469
G46	G1	0.481548482960107
G1	G46	0.481548482960107
G31	G10	-0.479164476773967
G10	G31	-0.479164476773967
G28	G26	0.474371128959025
G26	G28	0.474371128959025
G46	G28	-0.473971479239274
G28	G46	-0.473971479239274
G30	G8	0.471331281700651
G8	G30	0.471331281700651
G43	G4	-0.471164560111854
G4	G43	-0.471164560111854
G36	G17	-0.470045861421491
G17	G36	-0.470045861421491
G6	G1	0.468203249272648
G1	G6	0.468203249272648
G38	G17	-0.465205652382182
G17	G38	-0.465205652382182
G26	G34	0.464444669813655
G30	G21	-0.464001930743016
G21	G30	-0.464001930743016
G46	G44	-0.463483000771707
G44	G46	-0.463483000771707
G50	G46	0.463089818169653
G46	G50	0.463089818169653
G31	G7	0.457703580077127
G7	G31	0.457703580077127
G31	G12	-0.457092476550057
G12	G31	-0.457092476550057
G40	G38	-0.456704225339498
G38	G40	-0.456704225339498
G28	G7	0.455765401187844
G7	G28	0.455765401187844
G39	G1	0.45534179315707
G1	G39	0.45534179315707
G50	G47	0.45472128999176
G47	G50	0.45472128999176
G42	G39	0.453986154490214
G39	G42	0.453986154490214
G41	G35	0.453346372378187
G35	G41	0.453346372378187
G9	G5	0.451144407844391
G5	G9	0.451144407844391
G46	G43	-0.450977264214944
G43	G46	-0.450977264214944
G34	G2	0.447065030494294
G49	G28	0.444893871363592
G28	G49	0.444893871363592
G33	G19	-0.444003556827571
G19	G33	-0.444003556827571
G39	G35	0.443859710849329
G35	G39	0.443859710849329
G48	G38	0.44366045887532
G2	G22	0.443264538173494
G41	G39	0.442880929229154
G39	G41	0.442880929229154
G44	G25	-0.442153740420296
G25	G44	-0.442153740420296
G44	G7	0.440436696339354
G7	G44	0.440436696339354
G49	G44	0.440199962609996
G44	G49	0.440199962609996
G12	G3	-0.439565019241389
G3	G12	-0.439565019241389
G50	G6	0.437858437635618
G6	G50	0.437858437635618
G48	G36	0.436837921923401
G43	G40	-0.436149374844574
G40	G43	-0.436149374844574
G4	G1	0.433800214501186
G1	G4	0.433800214501186
G25	G1	0.433768971418844
G1	G25	0.433768971418844
G50	G30	0.429121336268987
G30	G50	0.429121336268987
G31	G2	-0.428325368048062
G2	G31	-0.428325368048062
G43	G8	-0.426012238088785
G44	G24	-0.425875468768418
G24	G44	-0.425875468768418
G48	G43	0.425096281664655
G43	G48	0.425096281664655
G10	G3	-0.423293200463217
G3	G10	-0.423293200463217
G47	G30	0.419229669606564
G30	G47	0.419229669606564
G33	G30	-0.418639167464219
G30	G33	-0.418639167464219
G10	G22	0.418611029629268
G34	G29	-0.415367551523938
G29	G34	-0.415367551523938
G4	G47	0.414811675258088
G39	G6	0.412900055789277
G26	G18	-0.412730315493229
G18	G26	-0.412730315493229
G26	G10	0.412544338711754
G50	G49	-0.410389706140866
G49	G50	-0.410389706140866
G4	G29	0.407279858488249
G47	G39	0.406579867100834
G39	G47	0.406579867100834
G50	G4	0.405932293852183
G33	G28	0.401797536544607
G28	G33	0.401797536544607
G3	G38	-0.39942581316408
G48	G28	0.397891028698694
G28	G48	0.397891028698694
G4	G2	-0.397240794239681
G2	G4	-0.397240794239681
G48	G22	0.39692981637635
G49	G38	0.395828246589462
G49	G7	0.395623720353298
G7	G49	0.395623720353298
G49	G12	0.393977810437504
G10	G1	-0.393671831617045
G1	G10	-0.393671831617045
G47	G4	0.391003606332903
G28	G6	-0.390924819697922
G6	G28	-0.390924819697922
G30	G29	0.390897850458083
G29	G30	0.390897850458083
G13	G7	0.39064027401606
G7	G13	0.39064027401606
G43	G31	-0.390476402615313
G47	G29	0.390012291851124
G26	G16	-0.38972019920729
G6	G40	0.388885880015004
G31	G16	0.38883041883506
G16	G31	0.38883041883506
G3	G21	-0.388475092414329
G31	G45	-0.388412477924337
G6	G43	-0.388090795015148
G46	G30	0.387602511695078
G30	G46	0.387602511695078
G29	G26	-0.38689300825636
G26	G29	-0.38689300825636
G43	G29	-0.386548541599592
G21	G2	0.386462799430147
G6	G4	0.386440832225381
G10	G21	0.386146039605655
G40	G12	-0.385282930710745
G31	G39	0.384467749736858
G12	G1	-0.384335564774157
G1	G12	-0.384335564774157
G34	G19	0.383898942473829
G39	G36	-0.382316403876115
G50	G44	-0.382217704369068
G44	G50	-0.382217704369068
G6	G38	-0.381007796574063
G30	G23	0.380902141887701
G23	G30	0.380902141887701
G2	G21	0.380090448903851
G21	G18	-0.379601104241159
G18	G21	-0.379601104241159
G39	G33	-0.37801235870475
G4	G6	0.377688402555188
G31	G43	-0.377242399585568
G43	G21	0.376587186479065
G26	G19	0.375915026679392
G47	G44	-0.37556198677825
G44	G47	-0.37556198677825
G39	G24	0.374681811065881
G24	G39	0.374681811065881
G38	G2	0.373604555258639
G42	G35	0.372658134876685
G35	G42	0.372658134876685
G36	G2	0.371296294995796
G43	G42	-0.371136822992626
G42	G43	-0.371136822992626
G49	G10	0.36985405339074
G49	G36	0.368829419953928
G39	G4	0.366986430878426
G4	G39	0.366986430878426
G35	G22	-0.366827673942473
G40	G8	0.36664299860916
G8	G40	0.36664299860916
G21	G10	0.366641260087145
G33	G4	-0.365760592426237
G30	G26	-0.364624574374494
G26	G30	-0.364624574374494
G50	G29	0.364400751235484
G29	G50	0.364400751235484
G40	G36	-0.364338560955976
G36	G40	-0.364338560955976
G8	G5	-0.364126438787932
G5	G8	-0.364126438787932
G47	G8	0.362418870745319
G50	G38	-0.361296129684923
G7	G2	-0.361295933140539
G2	G7	-0.361295933140539
G43	G25	-0.361039146781445
G25	G43	-0.361039146781445
G39	G28	-0.360451102670029
G28	G39	-0.360451102670029
G34	G10	0.359610917609754
G40	G33	-0.358677785643594
G44	G39	-0.358454776180499
G39	G44	-0.358454776180499
G18	G8	0.358087019041712
G8	G18	0.358087019041712
G49	G2	0.357607268976974
G43	G50	-0.357125741680659
G33	G12	0.357107085679205
G37	G2	0.357014397281048
G35	G26	-0.356728888846387
G39	G49	-0.356611791808877
G33	G38	0.356141224974351
G39	G48	-0.355969470764437
G39	G30	0.355913563611625
G4	G8	0.355900853359584
G3	G36	-0.355628149622754
G7	G1	-0.354896883325663
G1	G7	-0.354896883325663
G44	G2	0.354086418768304
G4	G33	-0.354051462029215
G43	G35	-0.353241827990851
G35	G43	-0.353241827990851
G4	G48	-0.353149571944075
G2	G23	-0.352043856175624
G43	G38	0.351815719057229
G4	G3	0.351622741350844
G3	G4	0.351622741350844
G29	G14	0.351583374238136
G29	G10	-0.351134148808212
G33	G8	-0.351113023289688
G24	G1	0.351066671932756
G1	G24	0.351066671932756
G8	G10	-0.350714978693815
G16	G3	0.350296666150801
G3	G16	0.350296666150801
G14	G22	-0.350109667927739
G25	G21	0.350016887900157
G21	G25	0.350016887900157
G37	G38	0.349934425803978
G42	G41	0.34992220147941
G41	G42	0.34992220147941
G43	G13	-0.349718498883583
G25	G18	-0.34958737233761
G18	G25	-0.34958737233761
G47	G40	0.349217052180724
G46	G4	0.349114218255051
G33	G21	0.34881950641928
G29	G47	0.348810908286298
G49	G1	-0.348684899081114
G1	G49	-0.348684899081114
G50	G8	0.348423009905439
G8	G50	0.348423009905439
G33	G10	0.348200320333371
G38	G24	-0.347305428191791
G24	G38	-0.347305428191791
G33	G29	-0.347175175753169
G45	G37	0.346509889627739
G10	G38	0.346308951855065
G49	G22	0.344988630507883
G48	G21	0.344683025041608
G47	G14	0.344572730889669
G45	G48	0.344472473081795
G4	G50	0.343812173027978
G31	G3	0.343743937617918
G3	G8	0.343711779475184
G47	G12	-0.342451003301482
G6	G12	-0.342096852401333
G4	G41	0.34191472855018
G35	G34	-0.341866376522739
G42	G27	0.341327806557486
G27	G42	0.341327806557486
G14	G3	0.341128164319488
G3	G14	0.341128164319488
G30	G22	-0.340987586120692
G22	G30	-0.340987586120692
G43	G12	0.340813213811412
G48	G30	-0.340761071349923
G30	G48	-0.340761071349923
G40	G25	0.340234262401396
G25	G40	0.340234262401396
G45	G29	-0.340175706148729
G29	G4	0.339918470868312
G33	G14	-0.339272073979607
G30	G36	-0.339047970009905
G50	G14	0.338985493919554
G13	G44	-0.338786881842105
G40	G2	-0.33872472412231
G41	G21	-0.337945943652712
G41	G34	-0.33793229937842
G37	G21	0.337537222400884
G10	G5	0.337013041043128
G5	G10	0.337013041043128
G29	G5	-0.336364448985481
G5	G29	-0.336364448985481
G50	G19	0.33609399284497
G19	G50	0.33609399284497
G10	G23	-0.335643416387808
G9	G7	0.335346461602193
G7	G9	0.335346461602193
G6	G29	0.335131896633635
G16	G22	-0.334827818121609
G22	G18	-0.33433990193917
G18	G22	-0.33433990193917
G12	G23	-0.334329771176925
G16	G1	0.334207532617758
G1	G16	0.334207532617758
G33	G36	0.333128896291963
G6	G36	-0.332628571988109
G29	G43	-0.332457641998146
G43	G10	0.332269351481991
G41	G38	-0.332224683892554
G48	G25	-0.331411426097366
G25	G48	-0.331411426097366
G1	G31	0.331247446597006
G40	G47	0.331233680598421
G48	G2	0.331104648522877
G45	G1	-0.330976156391356
G1	G45	-0.330976156391356
G3	G23	0.330424935670401
G33	G22	0.330354826553952
G48	G34	0.330331883689249
G16	G21	-0.329510386350236
G13	G34	-0.329414312811556
G49	G8	-0.329372989558318
G8	G49	-0.329372989558318
G31	G19	-0.328932771702431
G19	G31	-0.328932771702431
G50	G28	-0.328711705307623
G28	G50	-0.328711705307623
G12	G22	0.328272090122527
G39	G8	0.328092764973722
G43	G30	-0.327940752045308
G45	G49	0.327507749428745
G25	G22	0.32744032575789
G22	G25	0.32744032575789
G43	G23	-0.327113079690523
G4	G45	-0.327090866041312
G6	G39	0.326936296435719
G50	G45	-0.326563399921844
G50	G36	-0.326108194246827
G34	G12	0.326064932857451
G37	G36	0.326025592882876
G50	G21	-0.32571072894808
G43	G49	0.325545162937872
G50	G41	0.325446799317817
G7	G36	0.325242410346903
G31	G41	0.324924023587518
G19	G15	0.324658210858559
G50	G10	-0.324440341787681
G6	G2	-0.324298783583716
G6	G41	0.324018524217091
G34	G15	0.323985955708716
G14	G8	0.323691995598525
G17	G15	0.323490383466079
G15	G17	0.323490383466079
G14	G21	-0.323216701272495
G43	G2	0.323194022567611
G33	G23	-0.323075586124657
G2	G38	0.323048875512151
G8	G2	-0.322579916915504
G39	G29	0.322530561862451
G44	G13	-0.322500237549931
G42	G40	0.3223018266189
G40	G42	0.3223018266189
G49	G19	-0.322197607428386
G19	G49	-0.322197607428386
G14	G7	0.322153111380124
G7	G14	0.322153111380124
G44	G34	0.321987171121022
G5	G3	-0.321926369748052
G3	G5	-0.321926369748052
G19	G4	-0.321905035199464
G4	G19	-0.321905035199464
G46	G38	-0.321902301332426
G22	G5	0.32179796508263
G5	G22	0.32179796508263
G3	G2	-0.321616751522679
G2	G3	-0.321616751522679
G44	G21	0.321416625083851
G44	G10	0.321240884521832
G21	G16	-0.320989518243291
G47	G3	0.320597392274173
G3	G47	0.320597392274173
G41	G40	0.319934565217849
G40	G41	0.319934565217849
G45	G33	0.319839309723917
G49	G21	0.319534060525363
G45	G38	0.319426822045071
G50	G43	-0.319173577905965
G31	G50	0.318839072990878
G38	G37	0.318643739239272
G39	G37	-0.318159950956525
G19	G7	-0.317977754897858
G7	G19	-0.317977754897858
G36	G24	-0.317773128492225
G24	G36	-0.317773128492225
G30	G38	-0.317771187683599
G44	G23	-0.317392981952275
G45	G28	0.317307301867633
G28	G45	0.317307301867633
G29	G6	0.316617480475342
G7	G6	-0.316449978809392
G6	G7	-0.316449978809392
G23	G2	-0.316069160940854
G25	G24	0.315887892667236
G24	G25	0.315887892667236
G40	G45	-0.315781438700605
G22	G2	0.315689708374789
G45	G36	0.315650918356461
G36	G26	0.31545293810873
G26	G36	0.31545293810873
G40	G6	0.314539776211307
G47	G31	0.314276175840491
G13	G45	-0.314112374261423
G45	G8	-0.313579497157571
G2	G15	0.313406148406178
G43	G6	-0.313273337059991
G49	G41	-0.313234519580765
G50	G22	-0.3130897533714
G22	G50	-0.3130897533714
G33	G2	0.313081915463854
G4	G38	-0.312803661875025
G43	G34	0.312725902523948
G4	G44	-0.312638480366051
G43	G16	-0.311977309808573
G9	G39	0.311941156569888
G40	G4	0.311912797312337
G41	G22	-0.311562348148988
G13	G39	0.311387955023117
G45	G34	0.311378495104545
G45	G30	-0.310738973539005
G26	G5	0.31030844178515
G5	G26	0.31030844178515
G33	G40	-0.31010761829661
G14	G1	0.309832035916055
G1	G14	0.309832035916055
G3	G6	0.309569288441328
G26	G14	-0.309547202366461
G44	G12	0.308750144074415
G39	G38	-0.308631771192928
G41	G12	-0.308539357634458
G14	G38	-0.30815265522761
G21	G45	0.308043238181521
G12	G21	0.308040410928598
G26	G35	-0.307687523920677
G40	G17	0.307577042652129
G17	G40	0.307577042652129
G49	G15	0.307488744681875
G15	G49	0.307488744681875
G40	G10	-0.307269484908253
G23	G18	0.307193258377734
G18	G23	0.307193258377734
G43	G3	-0.306741815770921
G29	G31	0.306365764515976
G40	G39	0.306168270608353
G50	G11	0.30616097459463
G32	G28	0.305873850835329
G31	G40	0.305252041742854
G45	G6	-0.305131782755436
G34	G45	0.304547956031553
G48	G19	-0.304401079413328
G19	G48	-0.304401079413328
G50	G12	-0.303853721708571
G31	G22	-0.303701317515816
G19	G5	0.303505997310598
G5	G19	0.303505997310598
G46	G12	-0.303421233287627
G26	G15	0.303398798458326
G15	G26	0.303398798458326
G43	G7	0.303349792704966
G7	G43	0.303349792704966
G44	G40	-0.303335266418657
G40	G44	-0.303335266418657
G34	G16	-0.303303771457348
G7	G22	0.30324867723211
G25	G23	-0.302990067780027
G23	G25	-0.302990067780027
G45	G44	0.302983390469331
G44	G45	0.302983390469331
G45	G4	-0.302634941177851
G29	G25	0.302061252158224
G6	G10	-0.30206046743352
G50	G42	-0.302019229150636
G42	G50	-0.302019229150636
G3	G43	-0.301810509377226
G35	G21	-0.301274347576657
G38	G26	0.301271573591037
G26	G38	0.301271573591037
G8	G43	-0.301181793225576
G47	G45	-0.300952295754479
G6	G8	0.300336132344765
G7	G34	0.300325193989554
G45	G50	-0.299513100306882
G3	G22	-0.299428969534957
G40	G34	-0.299364531045853
G6	G31	0.299320689394331
G43	G28	0.299310761828939
G28	G43	0.299310761828939
G37	G45	0.299177113536392
G47	G26	-0.298813171975569
G26	G47	-0.298813171975569
G44	G38	0.298454925425349
G40	G49	-0.298008064579539
G38	G30	-0.297863546904403
G44	G16	-0.297650062100691
G25	G14	0.297331230632933
G3	G45	-0.297094791115616
G1	G38	-0.297059088010746
G33	G34	0.296943986293091
G39	G50	0.296218046246295
G25	G34	0.296079068598681
G41	G4	0.295903766828854
G4	G30	0.295888758286243
G8	G37	-0.295841900745756
G45	G26	0.29487068499531
G47	G38	-0.294821229573628
G46	G2	-0.294493974775772
G24	G34	-0.29427600231567
G44	G36	0.294264867588145
G26	G48	0.294169997508603
G4	G40	0.293874287215114
G45	G24	-0.293844933165672
G24	G45	-0.293844933165672
G40	G3	0.293772300414918
G37	G42	0.293265402232939
G32	G30	-0.293152257237923
G46	G36	-0.292695707052119
G39	G31	0.291856780992878
G48	G23	-0.291854580274339
G12	G8	-0.291737403905739
G8	G14	0.291637495725325
G17	G12	0.291583290174534
G12	G17	0.291583290174534
G34	G14	-0.291317433208543
G13	G37	-0.291273543769342
G43	G27	-0.291182817434343
G27	G43	-0.291182817434343
G3	G26	-0.290729556204702
G33	G35	-0.290604243359967
G29	G49	-0.290253116464637
G36	G48	0.290219780676361
G46	G19	0.290133339875664
G19	G46	0.290133339875664
G8	G47	0.290003315295659
G1	G21	-0.289668206147181
G1	G8	0.289614033662128
G9	G1	0.289602619638122
G48	G14	-0.289353202225573
G26	G12	0.289270326154506
G29	G17	0.28924178423745
G17	G29	0.28924178423745
G36	G50	-0.289201323225823
G42	G48	-0.288999105175089
G17	G7	0.288895607327524
G41	G33	-0.288860593946346
G6	G14	0.28874379128831
G6	G3	0.288633664920746
G23	G10	-0.288450199794651
G40	G21	-0.288289168978532
G21	G40	-0.288289168978532
G39	G3	0.288024407379494
G38	G44	0.287769497542512
G25	G3	0.287224983200379
G14	G50	0.287077814567628
G2	G36	0.287004110504163
G6	G45	-0.286970816251488
G41	G36	-0.286933354842289
G38	G13	-0.286774935412959
G29	G37	-0.286678753342033
G16	G23	0.286272983206955
G16	G32	-0.28609869108373
G31	G47	0.285902820895682
G41	G24	0.285899171155929
G24	G41	0.285899171155929
G29	G33	-0.285818401665861
G41	G50	0.285432999814788
G9	G23	0.285368437124786
G46	G39	0.285281209252311
G39	G46	0.285281209252311
G49	G4	-0.2851441900803
G38	G43	0.284532073879164
G4	G21	-0.28432806758231
G45	G13	-0.284179277722504
G50	G1	0.284126379115924
G1	G50	0.284126379115924
G48	G17	-0.284054513463722
G48	G8	-0.283971941933592
G31	G49	-0.283937464711287
G2	G26	0.283933200404237
G31	G9	0.283546445472977
G9	G31	0.283546445472977
G30	G44	-0.283327933729055
G39	G21	-0.283281638175128
G26	G1	-0.282894533789997
G16	G5	-0.282814041443832
G5	G16	-0.282814041443832
G35	G36	-0.28279645679743
G37	G22	0.282752144025181
G33	G31	-0.282653883812004
G31	G8	0.282134470933444
G44	G14	-0.282127874498226
G50	G31	0.281875305990559
G40	G14	0.281664767302961
G21	G35	-0.281662585135342
G34	G30	-0.281485471600841
G30	G34	-0.281485471600841
G25	G4	0.281424631112073
G40	G31	0.281302699831268
G26	G45	0.281265390946759
G29	G2	-0.281033018430062
G25	G50	0.28083668071631
G22	G35	-0.280785288945388
G29	G39	0.280724756023248
G31	G21	-0.280009796078308
G21	G12	0.280002856407636
G6	G22	-0.279732438761456
G39	G34	-0.279665427950708
G3	G41	0.279662265917915
G25	G2	0.279526519525598
G14	G23	0.279438302625085
G13	G10	-0.279431980283116
G39	G27	0.278868889036537
G27	G39	0.278868889036537
G43	G14	-0.278523553342371
G15	G25	0.278498820405311
G29	G48	-0.278360480074697
G33	G25	-0.278291220565116
G25	G33	-0.278291220565116
G45	G31	-0.278255511416123
G16	G38	-0.277837643015533
G33	G26	0.277836656468642
G5	G2	0.277741312029777
G2	G5	0.277741312029777
G15	G47	0.277655178344857
G45	G22	0.27761625455539
G47	G16	0.277577267256984
G5	G27	0.277457981492191
G33	G16	-0.277382873557244
G4	G46	0.277374115569631
G31	G23	0.277313830462592
G3	G29	0.277022027094072
G25	G42	-0.276986234948964
G38	G10	0.27688719852855
G37	G23	-0.276872557243155
G41	G26	-0.276764091585206
G24	G29	0.276493854658876
G10	G7	-0.276129272283923
G7	G10	-0.276129272283923
G8	G16	0.276028636150759
G7	G38	0.275986537074987
G45	G2	0.275727927684231
G31	G29	0.275643531040467
G9	G45	-0.275608915882728
G24	G13	0.275422712669085
G10	G44	0.27503102897054
G44	G6	-0.274820898368537
G6	G44	-0.274820898368537
G7	G21	0.274708529138843
G44	G3	-0.274677033902681
G3	G44	-0.274677033902681
G45	G47	-0.274668016400645
G36	G44	0.274588732649189
G49	G35	0.274581370989555
G35	G49	0.274581370989555
G50	G39	0.274392747452067
G37	G50	-0.274381574027878
G28	G1	-0.274000447321071
G14	G29	0.273836102118152
G43	G26	0.273761286653729
G26	G44	0.273696366937607
G1	G36	-0.273532925425447
G42	G12	-0.273439211998296
G50	G40	0.273353085559657
G49	G34	0.273269297843693
G38	G41	-0.27304402545519
G6	G21	-0.2729585705745
G44	G37	0.272800711036503
G29	G16	0.272610991520886
G44	G22	0.272574493802451
G12	G30	-0.272397020149408
G49	G16	-0.272326787287605
G29	G1	0.271899514885928
G14	G30	0.271898738165822
G47	G5	-0.271581107850075
G5	G47	-0.271581107850075
G47	G10	-0.271483419410514
G35	G30	-0.271357787541813
G30	G35	-0.271357787541813
G4	G22	-0.271313965982564
G3	G31	0.271246837664077
G16	G8	0.271123921541242
G48	G31	-0.271102523744817
G47	G41	0.270974890213141
G26	G3	-0.270890151734829
G46	G25	0.270553679945485
G25	G46	0.270553679945485
G12	G24	-0.270138797519559
G30	G13	-0.270058237219168
G30	G7	-0.27003453406213
G7	G30	-0.27003453406213
G45	G40	-0.26977973133357
G2	G8	-0.269554561613568
G2	G25	0.269508267977372
G3	G40	0.269344018457985
G10	G36	0.269329201532553
G39	G12	-0.269101365017999
G33	G39	-0.268886826285848
G49	G23	-0.268834195770549
G46	G10	-0.268705985880654
G12	G38	0.268695831557504
G10	G26	0.268593481395053
G12	G50	-0.268581338216921
G47	G36	-0.268567843643391
G7	G5	0.268386976402644
G5	G7	0.268386976402644
G46	G21	-0.26834693425243
G48	G3	-0.268251934556139
G3	G48	-0.268251934556139
G45	G21	0.268226412507461
G48	G10	0.268221621667695
G12	G36	0.268217565751633
G35	G28	-0.26788859004351
G49	G40	-0.267094770354253
G41	G10	-0.266735322828106
G14	G44	-0.266372619295086
G46	G8	0.266299673601679
G48	G40	-0.265996868756157
G6	G16	0.265682270469158
G46	G40	0.265563943344015
G21	G3	-0.265561933112675
G7	G23	-0.265475637241763
G30	G19	0.265313813725132
G19	G30	0.265313813725132
G32	G36	0.264465105411315
G40	G48	-0.264443930371572
G8	G1	0.264388052916046
G5	G46	-0.264269574619206
G18	G15	-0.264154642503722
G12	G44	0.263982822431541
G39	G40	0.263978945684068
G38	G5	0.263925625281108
G40	G23	0.263906511473723
G15	G19	0.263886930336084
G22	G48	0.263724691835903
G33	G11	-0.26370092585772
G23	G40	0.263680494098718
G14	G48	-0.263572984712626
G21	G44	0.263343954432711
G34	G25	0.263237737304433
G24	G4	0.263149177080018
G4	G24	0.263149177080018
G36	G37	0.262929391012047
G21	G5	0.262672959817998
G5	G21	0.262672959817998
G22	G45	0.262633870086597
G41	G8	0.262449129441499
G50	G23	0.262425755110384
G30	G24	0.262311598369402
G46	G24	0.262270328743305
